ins_390476965,R12_23,j_391414,1,Terminated,453752,453756,m_1922,1,1,32,53,0.02,0.03
ins_1098308248,R20_19,j_391414,1,Terminated,453642,453643,m_2358,1,1,42,43,0.02,0.02
ins_675799050,R22_21,j_391414,1,Terminated,453641,453642,m_1921,1,1,22,43,0.02,0.02
ins_116807533,R7_25,j_391414,1,Terminated,453862,453868,m_3042,1,1,20,77,0.02,0.03
ins_1044594453,J5_2_3_4_15,j_391414,1,Terminated,453719,453725,m_3373,1,1,52,84,0.03,0.03
ins_1044594873,J5_2_3_4_15,j_391414,1,Terminated,453719,453725,m_1369,1,1,53,86,0.03,0.03
ins_464549704,J23_15_18_20_22,j_391414,1,Terminated,453733,453743,m_896,1,1,53,86,0.03,0.04
ins_258920125,R5_4,j_4897,1,Terminated,363655,363691,m_534,1,1,2,49,0.14,0.14
ins_912492252,J3_1_2,j_4897,1,Terminated,363655,363688,m_1950,1,1,34,124,0.46,0.53
ins_979493216,R4_3,j_4897,1,Terminated,363655,363691,m_2400,1,1,17,135,0.02,0.04
ins_912491959,J3_1_2,j_4897,1,Terminated,363655,363687,m_2057,1,1,36,131,0.43,0.51
ins_258920201,R5_4,j_4897,1,Terminated,363655,363691,m_629,1,1,3,76,0.03,0.03
ins_912492035,J3_1_2,j_4897,1,Terminated,363655,363687,m_816,1,1,37,135,0.44,0.52
ins_979492806,R4_3,j_4897,1,Terminated,363655,363691,m_3004,1,1,16,136,0.1,0.12
ins_258921162,R5_4,j_4897,1,Terminated,363655,363691,m_1688,1,1,1,50,0.02,0.02
ins_912492472,J3_1_2,j_4897,1,Terminated,363655,363686,m_2735,1,1,35,130,0.53,0.61
ins_258920055,R5_4,j_4897,1,Terminated,363655,363691,m_3046,1,1,1,41,0.02,0.02
ins_258920496,R5_4,j_4897,1,Terminated,363655,363691,m_2082,1,1,1,49,0.02,0.02
ins_526977186,M1,j_4897,1,Terminated,363655,363661,m_871,1,1,54,358,0.03,0.04
ins_273444655,M2,j_4897,1,Terminated,363655,363680,m_1974,1,1,104,823,0.17,0.27
ins_979493710,R4_3,j_4897,1,Terminated,363655,363691,m_889,1,1,15,104,0.02,0.05
ins_912492316,J3_1_2,j_4897,1,Terminated,363655,363687,m_3723,1,1,36,138,0.44,0.52
ins_979493618,R4_3,j_4897,1,Terminated,363655,363691,m_2278,1,1,18,125,0.03,0.05
ins_258920274,R5_4,j_4897,1,Terminated,363655,363691,m_1081,1,1,1,46,0.02,0.02
ins_979493380,R4_3,j_4897,1,Terminated,363655,363691,m_2642,1,1,15,133,0.02,0.04
ins_273444577,M2,j_4897,1,Terminated,363655,363679,m_505,1,1,118,780,0.2,0.3
ins_526976889,M1,j_4897,1,Terminated,363655,363660,m_3737,1,1,68,215,0.04,0.05
ins_912492394,J3_1_2,j_4897,1,Terminated,363655,363688,m_111,1,1,34,125,0.43,0.51
ins_979493539,R4_3,j_4897,1,Terminated,363655,363691,m_3297,1,1,15,126,0.02,0.03
ins_979493300,R4_3,j_4897,1,Terminated,363655,363691,m_4004,1,1,16,93,0.03,0.05
ins_18348547,R7_6,j_4897,1,Terminated,363655,363691,m_1291,1,1,1,22,0.05,0.05
ins_526976962,M1,j_4897,1,Terminated,363655,363659,m_3615,1,1,64,176,0.03,0.04
ins_979493459,R4_3,j_4897,1,Terminated,363655,363691,m_3272,1,1,15,93,0.02,0.05
ins_526977262,M1,j_4897,1,Terminated,363655,363660,m_2664,1,1,68,328,0.14,0.14
ins_912492110,J3_1_2,j_4897,1,Terminated,363655,363689,m_888,1,1,38,138,0.47,0.55
ins_258920422,R5_4,j_4897,1,Terminated,363655,363691,m_2247,1,1,1,43,0.02,0.02
ins_1081755431,R6_5,j_4897,1,Terminated,363655,363691,m_611,1,1,1,38,0.02,0.02
ins_979493795,R4_3,j_4897,1,Terminated,363655,363690,m_3856,1,1,15,127,0.04,0.07
ins_912492183,J3_1_2,j_4897,1,Terminated,363655,363688,m_2563,1,1,34,114,0.42,0.51
ins_258920572,R5_4,j_4897,1,Terminated,363655,363691,m_209,1,1,1,43,0.02,0.02
ins_526977107,M1,j_4897,1,Terminated,363655,363661,m_1045,1,1,58,213,0.07,0.08
ins_912492983,J3_1_2,j_4897,1,Terminated,363655,363689,m_3756,1,1,37,131,0.44,0.52
ins_526977035,M1,j_4897,1,Terminated,363655,363660,m_1270,1,1,57,435,0.03,0.04
ins_258920349,R5_4,j_4897,1,Terminated,363655,363691,m_3405,1,1,3,80,0.03,0.03
ins_199586474,R3_1,j_8144,1,Terminated,587250,587308,m_3133,1,1,45,170,0.04,0.05
ins_199586818,R3_1,j_8144,1,Terminated,587250,587307,m_82,1,1,45,165,0.06,0.08
ins_809720885,R4_3,j_8144,1,Terminated,587250,587310,m_3804,1,1,1,62,0.02,0.02
ins_1038141700,M1,j_8144,1,Terminated,587250,587288,m_155,1,1,205,836,0.22,0.32
ins_199587098,R3_1,j_8144,1,Terminated,587250,587309,m_1783,1,1,38,114,0.03,0.05
ins_1038141890,M1,j_8144,1,Terminated,587250,587288,m_3728,1,1,182,729,0.22,0.33
ins_1038141518,M1,j_8144,1,Terminated,587250,587285,m_3207,1,1,201,773,0.21,0.31
ins_330907558,R2_1,j_8144,1,Terminated,587250,587288,m_1565,1,1,1,66,0.02,0.02
ins_199586683,R3_1,j_8144,1,Terminated,587250,587307,m_82,1,1,46,171,0.05,0.06
ins_1038141433,M1,j_8144,1,Terminated,587250,587286,m_2037,1,1,178,737,0.19,0.28
ins_199586748,R3_1,j_8144,1,Terminated,587250,587306,m_369,1,1,50,199,0.07,0.09
ins_1038141799,M1,j_8144,1,Terminated,587250,587287,m_155,1,1,193,763,0.21,0.31
ins_199586545,R3_1,j_8144,1,Terminated,587250,587309,m_3599,1,1,52,161,0.03,0.05
ins_199586611,R3_1,j_8144,1,Terminated,587250,587307,m_76,1,1,46,108,0.03,0.05
ins_1038141609,M1,j_8144,1,Terminated,587250,587287,m_2037,1,1,183,726,0.2,0.31
ins_199586392,R3_1,j_8144,1,Terminated,587250,587310,m_2260,1,1,48,187,0.03,0.05
ins_1038141983,M1,j_8144,1,Terminated,587250,587284,m_735,1,1,204,771,0.21,0.31
ins_1038142072,M1,j_8144,1,Terminated,587250,587287,m_758,1,1,204,754,0.25,0.35
ins_199586309,R3_1,j_8144,1,Terminated,587250,587306,m_930,1,1,46,111,0.07,0.09
ins_859194077,J7_5_6,j_1871,1,Terminated,289817,289866,m_379,1,1,4,86,0.93,0.98
ins_15291390,M5_1_4,j_1871,1,Terminated,289817,289859,m_657,1,1,107,399,0.22,0.29
ins_1023987262,J6_5,j_1871,1,Terminated,289817,289862,m_2554,1,1,9,101,0.92,0.96
ins_1023987177,J6_5,j_1871,1,Terminated,289817,289861,m_822,1,1,8,85,0.83,0.87
ins_859194224,J7_5_6,j_1871,1,Terminated,289817,289867,m_4023,1,1,4,78,0.78,1.6
ins_14597376,M2,j_1871,1,Terminated,289817,289817,m_3829,1,1,81,81,0.08,0
ins_715249745,R3_2,j_1871,1,Terminated,289817,289817,m_3783,1,1,69,100,0.08,0.08
ins_859194716,J7_5_6,j_1871,1,Terminated,289817,289867,m_2529,1,1,5,100,0.85,1.65
ins_859194545,J7_5_6,j_1871,1,Terminated,289817,289867,m_1772,1,1,6,83,0.81,1.62
ins_859194298,J7_5_6,j_1871,1,Terminated,289817,289867,m_2841,1,1,5,92,0.87,0.91
ins_15291247,M5_1_4,j_1871,1,Terminated,289817,289844,m_3729,1,1,92,231,0.07,0.11
ins_1023987513,J6_5,j_1871,1,Terminated,289817,289865,m_779,1,1,14,105,0.85,0.88
ins_859194462,J7_5_6,j_1871,1,Terminated,289817,289867,m_3109,1,1,5,95,0.81,1.61
ins_859193996,J7_5_6,j_1871,1,Terminated,289817,289868,m_3035,1,1,6,101,0.83,1.62
ins_15291319,M5_1_4,j_1871,1,Terminated,289817,289843,m_187,1,1,95,229,0.16,0.2
ins_1023987109,J6_5,j_1871,1,Terminated,289817,289866,m_1661,1,1,16,92,0.85,0.9
ins_844408252,J7_5_6,j_1871,1,Terminated,289817,289867,m_1361,1,1,3,85,0.88,0.92
ins_7626593,R1_3,j_1871,1,Terminated,289817,289818,m_2275,1,1,36,85,0.05,0.05
ins_15291098,M5_1_4,j_1871,1,Terminated,289817,289841,m_1569,1,1,105,227,0.15,0.19
ins_15291465,M5_1_4,j_1871,1,Terminated,289817,289863,m_244,1,1,99,336,0.12,0.19
ins_1023987041,J6_5,j_1871,1,Terminated,289817,289862,m_2957,1,1,11,102,1.01,1.05
ins_859194374,J7_5_6,j_1871,1,Terminated,289817,289867,m_3023,1,1,4,100,0.82,0.85
ins_1285064041,R4_3,j_1871,1,Terminated,289817,289818,m_1737,1,1,36,50,0.07,0.08
ins_1194470238,R8_7,j_1871,1,Terminated,289817,289868,m_162,1,1,2,78,0.12,0.12
ins_859194627,J7_5_6,j_1871,1,Terminated,289817,289867,m_2583,1,1,5,82,0.85,0.88
ins_859194154,J7_5_6,j_1871,1,Terminated,289817,289867,m_2051,1,1,4,81,0.82,1.62
